ID,REQ_ID,SLA_FALL,PROJECT_NAME,OBJECT_NAME,SLA_FALL_DATE,ETA_FALL_DATE,PRIORITY,BUG_DETAILS,REASON_CATEGORY,FIX_DESCRIPTION,RESPONSIBLE,CREATE_DATE,FIX_DATE,INCIDENT_DATE,DATA_DOMAIN,DOMAIN_CRITICALITY,REQ_TYPE,REQ_STATUS,REQ_BEGIN_DATE,REQ_END_DATE,FIX_TIME_HOURS,WEEK_START,RISK_SCORE,I_REQ_ID,UP_REQ_ID,I_SCHEMA_NAME,COMMENTS,DEPENDENCY_COUNT,HAS_DEPENDENCY,ROOT_CAUSE_REQ_ID,ROOT_CAUSE_PROJECT_NAME,ROOT_CAUSE_OBJECT_NAME,ROOT_CAUSE_DOMAIN,ROOT_CAUSE_REASON_CATEGORY,DEPENDENCY_DEPTH,IS_CASCADE_INCIDENT,DOWNSTREAM_IMPACT_COUNT
919,54743,1,ZNTO,STAGE_MOEX_ZNTO_RAW,2026-05-25 19:15:00,2026-05-25 19:42:00,High,Неконсистентная структура JSON источника. В ответе API отсутствует обязательный массив 'history.columns'. Target Object: [STAGE_MOEX_ZNTO_RAW]. Нарушен регламент поставки (SLA).,Ошибки в данных/источнике,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 11:28:50.000000,2026-05-25 19:41:00,2026-05-25 19:15:00.000000,НЕФТЬ И ГАЗ,High,,,,,8.2,2026-05-25,3,,,,,0,0,54743,ZNTO,STAGE_MOEX_ZNTO_RAW,НЕФТЬ И ГАЗ,Ошибка в данных / источнике,0,0,0
926,54765,1,SBER,STAGE_MOEX_SBER_RAW,2026-05-25 19:15:00,2026-05-25 19:32:00,High,Внешний мастер-справочник заблокирован другим процессом сборки. Доступ к родительским метаданным ограничен. Target Object: [STAGE_MOEX_SBER_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-25 13:37:25.000000,2026-05-25 19:50:00,2026-05-25 19:15:00.000000,ФИНАНСЫ,High,,,,,6.21,2026-05-25,3,54766.0,54765.0,STAGE_MOEX,Секторальная зависимость: Межбанковская аналитика ВТБ ожидает выгрузку реестра Сбербанка.,1,1,54765,SBER,STAGE_MOEX_SBER_RAW,ФИНАНСЫ,Ошибка в данных / источнике,0,0,0
927,54767,1,SBERP,STAGE_MOEX_SBERP_RAW,2026-05-25 19:15:00,2026-05-25 19:39:00,High,"Сбой схемы данных (Schema Drift). Дочерний процесс ожидает структуру таблицы, которая была изменена в апстриме. Target Object: [STAGE_MOEX_SBERP_RAW]. Нарушен регламент поставки (SLA).",Проблемы с зависимостями,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 14:35:20.000000,2026-05-25 19:59:00,2026-05-25 19:15:00.000000,ФИНАНСЫ,High,,,,,5.39,2026-05-25,3,,,,,0,0,54767,SBERP,STAGE_MOEX_SBERP_RAW,ФИНАНСЫ,Ошибка в данных / источнике,0,0,0
929,54774,1,CARM,STAGE_MOEX_CARM_RAW,2026-05-25 19:15:00,2026-05-25 19:43:00,High,Индекс базы данных неактивен или поврежден. Время выполнения тяжелого аналитического запроса превысило лимит. Target Object: [STAGE_MOEX_CARM_RAW]. Нарушен регламент поставки (SLA).,Проблемы с зависимостями,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 16:23:16.000000,2026-05-25 19:46:00,2026-05-25 19:15:00.000000,ФИНАНСЫ,High,,,,,3.38,2026-05-25,3,,,,,0,0,54774,CARM,STAGE_MOEX_CARM_RAW,ФИНАНСЫ,Ошибка в данных / источнике,0,0,0
934,54788,1,FINM,STAGE_MOEX_FINM_RAW,2026-05-25 19:15:00,2026-05-25 19:42:00,High,Процесс загрузки FINM критически завис. Первое аномальное поведение зафиксировано в 17:41. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:41 и ручной перезапуск пайплайна.,Терпунов А.А.,2026-05-25 17:41:46.000000,2026-05-25 19:41:00,2026-05-25 19:15:00.000000,ФИНАНСЫ,High,,,,,1.99,2026-05-25,3,,,,,0,0,54788,FINM,STAGE_MOEX_FINM_RAW,ФИНАНСЫ,Не классифицировано,0,0,0
936,54791,1,MTRK,STAGE_MOEX_MTRK_RAW,2026-05-25 19:15:00,2026-05-25 19:41:00,High,Сбой аутентификации. Дежурным инженером указан устаревший сервисный токен в параметрах ручного перезапуска. Target Object: [STAGE_MOEX_MTRK_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-25 13:19:16.000000,2026-05-25 19:51:00,2026-05-25 19:15:00.000000,ФИНАНСЫ,High,,,,,6.53,2026-05-25,3,,,,,0,0,54791,MTRK,STAGE_MOEX_MTRK_RAW,ФИНАНСЫ,Человеческий фактор,0,0,0
951,54836,1,FEES,STAGE_MOEX_FEES_RAW,2026-05-25 19:15:00,2026-05-25 19:36:00,High,Timeout промежуточного слоя STAGE. Превышено время ожидания ответа от сервера базы данных. Target Object: [STAGE_MOEX_FEES_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 15:19:26.000000,2026-05-25 19:58:00,2026-05-25 19:15:00.000000,ЭНЕРГЕТИКА,High,,,,,4.64,2026-05-25,3,,,,,0,0,54836,FEES,STAGE_MOEX_FEES_RAW,ЭНЕРГЕТИКА,Производительность БД,0,0,0
954,54846,1,TGKE,STAGE_MOEX_TGKE_RAW,2026-05-25 19:15:00,2026-05-25 19:30:00,High,Процесс загрузки TGKE критически завис. Первое аномальное поведение зафиксировано в 14:28. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:39 и ручной перезапуск пайплайна.,Куликов Н.С.,2026-05-25 14:28:00.000000,2026-05-25 19:39:00,2026-05-25 19:15:00.000000,ЭНЕРГЕТИКА,High,,,,,5.18,2026-05-25,3,,,,,0,0,54846,TGKE,STAGE_MOEX_TGKE_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
956,54860,1,ELTZ,STAGE_MOEX_ELTZ_RAW,2026-05-25 19:15:00,2026-05-25 19:32:00,High,"Каскадная блокировка пайплайна: родительская задача в Airflow упала, расчет дочерней витрины отменен. Target Object: [STAGE_MOEX_ELTZ_RAW]. Нарушен регламент поставки (SLA).",Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-25 15:37:05.000000,2026-05-25 19:52:00,2026-05-25 19:15:00.000000,ЭНЕРГЕТИКА,High,,,,,4.25,2026-05-25,3,,,,,0,0,54860,ELTZ,STAGE_MOEX_ELTZ_RAW,ЭНЕРГЕТИКА,Проблемы с зависимостями,0,0,0
941,54802,1,NLMK,STAGE_MOEX_NLMK_RAW,2026-05-25 19:15:00,2026-05-25 19:42:00,Medium,Процесс загрузки NLMK критически завис. Первое аномальное поведение зафиксировано в 14:40. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:46 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 14:40:44.000000,2026-05-25 19:46:00,2026-05-25 19:15:00.000000,МЕТАЛЛУРГИЯ,Medium,,,,,5.09,2026-05-25,2,,,,,0,0,54802,NLMK,STAGE_MOEX_NLMK_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
945,54813,1,NMTL,STAGE_MOEX_NMTL_RAW,2026-05-25 19:15:00,2026-05-25 19:37:00,Medium,Внешний мастер-справочник заблокирован другим процессом сборки. Доступ к родительским метаданным ограничен. Target Object: [STAGE_MOEX_NMTL_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Гайсин К.Д.,2026-05-25 16:31:13.000000,2026-05-25 19:55:00,2026-05-25 19:15:00.000000,МЕТАЛЛУРГИЯ,Medium,,,,,3.4,2026-05-25,2,,,,,0,0,54813,NMTL,STAGE_MOEX_NMTL_RAW,МЕТАЛЛУРГИЯ,Ошибка в данных / источнике,0,0,0
949,54821,1,CHZN,STAGE_MOEX_CHZN_RAW,2026-05-25 19:15:00,2026-05-25 19:39:00,Medium,Процесс загрузки CHZN критически завис. Первое аномальное поведение зафиксировано в 12:19. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:44 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 12:19:45.000000,2026-05-25 19:44:00,2026-05-25 19:15:00.000000,МЕТАЛЛУРГИЯ,Medium,,,,,7.4,2026-05-25,2,,,,,0,0,54821,CHZN,STAGE_MOEX_CHZN_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
950,54830,1,MCHM,STAGE_MOEX_MCHM_RAW,2026-05-25 19:15:00,2026-05-25 19:36:00,Medium,"Сбой консистентности. Предыдущий инкремент завершен успешно, но целевой объект пуст. Данные не доехали. Target Object: [STAGE_MOEX_MCHM_RAW]. Нарушен регламент поставки (SLA).",Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 14:18:43.000000,2026-05-25 20:02:00,2026-05-25 19:15:00.000000,МЕТАЛЛУРГИЯ,Medium,,,,,5.72,2026-05-25,2,,,,,0,0,54830,MCHM,STAGE_MOEX_MCHM_RAW,МЕТАЛЛУРГИЯ,Ошибка в данных / источнике,0,0,0
960,54872,1,DIOD,STAGE_MOEX_DIOD_RAW,2026-05-25 19:15:00,2026-05-25 19:44:00,Medium,Ошибка валидации DWH. Обнаружено некорректное (отрицательное) значение в поле FACEVALUE пакета. Target Object: [STAGE_MOEX_DIOD_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 13:39:59.000000,2026-05-25 19:55:00,2026-05-25 19:15:00.000000,ИТ,Medium,,,,,6.25,2026-05-25,2,,,,,0,0,54872,DIOD,STAGE_MOEX_DIOD_RAW,ИТ,Ошибка в данных / источнике,0,0,0
963,54879,1,DATA,STAGE_MOEX_DATA_RAW,2026-05-25 19:15:00,2026-05-25 19:45:00,Medium,Внешний мастер-справочник заблокирован другим процессом сборки. Доступ к родительским метаданным ограничен. Target Object: [STAGE_MOEX_DATA_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 11:14:58.000000,2026-05-25 19:52:00,2026-05-25 19:15:00.000000,ИТ,Medium,,,,,8.62,2026-05-25,2,,,,,0,0,54879,DATA,STAGE_MOEX_DATA_RAW,ИТ,Ошибка в данных / источнике,0,0,0
966,54885,1,FIND,STAGE_MOEX_FIND_RAW,2026-05-25 19:15:00,2026-05-25 19:36:00,Medium,Процесс загрузки FIND критически завис. Первое аномальное поведение зафиксировано в 17:13. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:39 и ручной перезапуск пайплайна.,Терпунов А.А.,2026-05-25 17:13:40.000000,2026-05-25 19:39:00,2026-05-25 19:15:00.000000,ИТ,Medium,,,,,2.42,2026-05-25,2,,,,,0,0,54885,FIND,STAGE_MOEX_FIND_RAW,ИТ,Не классифицировано,0,0,0
967,54890,1,MIND,STAGE_MOEX_MIND_RAW,2026-05-25 19:15:00,2026-05-25 19:30:00,Medium,Процесс загрузки MIND критически завис. Первое аномальное поведение зафиксировано в 14:36. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:52 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 14:36:38.000000,2026-05-25 19:52:00,2026-05-25 19:15:00.000000,ИТ,Medium,,,,,5.26,2026-05-25,2,,,,,0,0,54890,MIND,STAGE_MOEX_MIND_RAW,ИТ,Не классифицировано,0,0,0
970,54900,1,UTAR,STAGE_MOEX_UTAR_RAW,2026-05-25 19:15:00,2026-05-25 19:36:00,Medium,Процесс загрузки UTAR критически завис. Первое аномальное поведение зафиксировано в 17:32. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:43 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 17:32:59.000000,2026-05-25 19:43:00,2026-05-25 19:15:00.000000,ТРАНСПОРТ,Medium,,,,,2.17,2026-05-25,2,,,,,0,0,54900,UTAR,STAGE_MOEX_UTAR_RAW,ТРАНСПОРТ,Не классифицировано,0,0,0
975,54911,1,VLOG_T,STAGE_MOEX_VLOG_T_RAW,2026-05-25 19:15:00,2026-05-25 19:32:00,Medium,HTTP 429 Too Many Requests. Превышен лимит параллельных запросов к шлюзу Мосбиржи под текущим токеном. Target Object: [STAGE_MOEX_VLOG_T_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Гайсин К.Д.,2026-05-25 14:50:50.000000,2026-05-25 19:44:00,2026-05-25 19:15:00.000000,ТРАНСПОРТ,Medium,,,,,4.89,2026-05-25,2,,,,,0,0,54911,VLOG_T,STAGE_MOEX_VLOG_T_RAW,ТРАНСПОРТ,Не классифицировано,0,0,0
977,54918,1,OPLN,STAGE_MOEX_OPLN_RAW,2026-05-25 19:15:00,2026-05-25 19:41:00,Medium,Исключение ValueError при попытке привести строковое значение даты к формату TIMESTAMP в теле функции. Target Object: [STAGE_MOEX_OPLN_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-25 11:17:09.000000,2026-05-25 19:50:00,2026-05-25 19:15:00.000000,ТРАНСПОРТ,Medium,,,,,8.55,2026-05-25,2,,,,,0,0,54918,OPLN,STAGE_MOEX_OPLN_RAW,ТРАНСПОРТ,Ошибка в коде / логике,0,0,0
979,54923,1,FIVE,STAGE_MOEX_FIVE_RAW,2026-05-25 19:15:00,2026-05-25 19:41:00,Low,Процесс загрузки FIVE критически завис. Первое аномальное поведение зафиксировано в 12:47. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:44 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 12:47:14.000000,2026-05-25 19:44:00,2026-05-25 19:15:00.000000,РИТЕЙЛ,Low,,,,,6.95,2026-05-25,1,,,,,0,0,54923,FIVE,STAGE_MOEX_FIVE_RAW,РИТЕЙЛ,Не классифицировано,0,0,0
981,54928,1,LENTP,STAGE_MOEX_LENTP_RAW,2026-05-25 19:15:00,2026-05-25 19:33:00,Low,"Сбой схемы данных (Schema Drift). Дочерний процесс ожидает структуру таблицы, которая была изменена в апстриме. Target Object: [STAGE_MOEX_LENTP_RAW]. Нарушен регламент поставки (SLA).",Проблемы с зависимостями,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 13:37:16.000000,2026-05-25 19:56:00,2026-05-25 19:15:00.000000,РИТЕЙЛ,Low,,,,,6.31,2026-05-25,1,,,,,0,0,54928,LENTP,STAGE_MOEX_LENTP_RAW,РИТЕЙЛ,Ошибка в данных / источнике,0,0,0
987,54943,1,KIDZ,STAGE_MOEX_KIDZ_RAW,2026-05-25 19:15:00,2026-05-25 19:34:00,Low,API MOEX ISS недоступен. Ошибка 504 Gateway Timeout. Возможные работы на стороне сетевого контура. Target Object: [STAGE_MOEX_KIDZ_RAW]. Нарушен регламент поставки (SLA).,Человеческий фактор,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-25 13:47:30.000000,2026-05-25 19:49:00,2026-05-25 19:15:00.000000,РИТЕЙЛ,Low,,,,,6.02,2026-05-25,1,,,,,0,0,54943,KIDZ,STAGE_MOEX_KIDZ_RAW,РИТЕЙЛ,Производительность БД,0,0,0
995,54986,1,MTSSP,STAGE_MOEX_MTSSP_RAW,2026-05-25 19:15:00,2026-05-25 19:30:00,Low,Процесс загрузки MTSSP критически завис. Первое аномальное поведение зафиксировано в 17:34. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:41 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 17:34:11.000000,2026-05-25 19:41:00,2026-05-25 19:15:00.000000,ТЕЛЕКОМ,Low,,,,,2.11,2026-05-25,1,,,,,0,0,54986,MTSSP,STAGE_MOEX_MTSSP_RAW,ТЕЛЕКОМ,Не классифицировано,0,0,0
998,54996,1,MDMG,STAGE_MOEX_MDMG_RAW,2026-05-25 19:15:00,2026-05-25 19:38:00,Low,Логическая ошибка инкремента: фильтр по дате (WHERE) отсек весь массив закрытия сессии из-за сдвига часовых поясов. Target Object: [STAGE_MOEX_MDMG_RAW]. Нарушен регламент поставки (SLA).,Проблемы с зависимостями,Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Терпунов А.А.,2026-05-25 13:40:59.000000,2026-05-25 19:38:00,2026-05-25 19:15:00.000000,МЕДИЦИНА,Low,,,,,5.95,2026-05-25,1,,,,,0,0,54996,MDMG,STAGE_MOEX_MDMG_RAW,МЕДИЦИНА,Ошибка в коде / логике,0,0,0
1001,55007,1,IMUN,STAGE_MOEX_IMUN_RAW,2026-05-25 19:15:00,2026-05-25 19:44:00,Low,Процесс загрузки IMUN критически завис. Первое аномальное поведение зафиксировано в 14:16. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:54 и ручной перезапуск пайплайна.,Гайсин К.Д.,2026-05-25 14:16:26.000000,2026-05-25 19:54:00,2026-05-25 19:15:00.000000,МЕДИЦИНА,Low,,,,,5.63,2026-05-25,1,,,,,0,0,55007,IMUN,STAGE_MOEX_IMUN_RAW,МЕДИЦИНА,Не классифицировано,0,0,0
1006,55023,1,AFKSP,STAGE_MOEX_AFKSP_RAW,2026-05-25 19:15:00,2026-05-25 19:35:00,Low,Процесс загрузки AFKSP критически завис. Первое аномальное поведение зафиксировано в 15:41. Превышен таймаут сессии Airflow.,Проблемы с зависимостями,Принудительное завершение процесса администратором (kill -9) в 19:38 и ручной перезапуск пайплайна.,Куликов Н.С.,2026-05-25 15:41:55.000000,2026-05-25 19:38:00,2026-05-25 19:15:00.000000,ИНВЕСТИЦИИ,Low,,,,,3.93,2026-05-25,1,,,,,0,0,55023,AFKSP,STAGE_MOEX_AFKSP_RAW,ИНВЕСТИЦИИ,Не классифицировано,0,0,0
957,54861,0,ESTG,STAGE_MOEX_ESTG_RAW,,,Medium,Процесс загрузки ESTG временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-25 17:43:04.000000,2026-05-25 19:31:04,2026-05-25 17:43:04.000000,ЭНЕРГЕТИКА,High,,,,,1.8,2026-05-25,2,,,,,0,0,54861,ESTG,STAGE_MOEX_ESTG_RAW,ЭНЕРГЕТИКА,Не классифицировано,0,0,0
996,54987,0,MEGA,STAGE_MOEX_MEGA_RAW,,,Low,Процесс загрузки MEGA временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-25 17:36:49.000000,2026-05-25 19:16:49,2026-05-25 17:36:49.000000,ТЕЛЕКОМ,Low,,,,,1.67,2026-05-25,1,,,,,0,0,54987,MEGA,STAGE_MOEX_MEGA_RAW,ТЕЛЕКОМ,Не классифицировано,0,0,0
1008,55033,0,ALRSP,STAGE_MOEX_ALRSP_RAW,,,Low,Процесс загрузки ALRSP временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-25 17:35:32.000000,2026-05-25 18:48:32,2026-05-25 17:35:32.000000,ДРУГОЕ,Low,,,,,1.22,2026-05-25,1,,,,,0,0,55033,ALRSP,STAGE_MOEX_ALRSP_RAW,ДРУГОЕ,Не классифицировано,0,0,0
964,54881,0,KASP,STAGE_MOEX_KASP_RAW,,,Low,Процесс загрузки KASP временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-25 17:32:51.000000,2026-05-25 18:37:51,2026-05-25 17:32:51.000000,ИТ,Medium,,,,,1.08,2026-05-25,1,,,,,0,0,54881,KASP,STAGE_MOEX_KASP_RAW,ИТ,Не классифицировано,0,0,0
946,54816,0,UMTL,STAGE_MOEX_UMTL_RAW,,,Low,Процесс загрузки UMTL временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Гайсин К.Д.,2026-05-25 17:22:58.000000,2026-05-25 19:21:58,2026-05-25 17:22:58.000000,МЕТАЛЛУРГИЯ,Medium,,,,,1.98,2026-05-25,1,,,,,0,0,54816,UMTL,STAGE_MOEX_UMTL_RAW,МЕТАЛЛУРГИЯ,Не классифицировано,0,0,0
980,54925,0,MVID,STAGE_MOEX_MVID_RAW,,,Low,Процесс загрузки MVID временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-25 17:21:34.000000,2026-05-25 18:33:34,2026-05-25 17:21:34.000000,РИТЕЙЛ,Low,,,,,1.2,2026-05-25,1,,,,,0,0,54925,MVID,STAGE_MOEX_MVID_RAW,РИТЕЙЛ,Не классифицировано,0,0,0
982,54929,0,MGNTP,STAGE_MOEX_MGNTP_RAW,,,Low,Процесс загрузки MGNTP временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-25 17:20:00.000000,2026-05-25 18:47:00,2026-05-25 17:20:00.000000,РИТЕЙЛ,Low,,,,,1.45,2026-05-25,1,,,,,0,0,54929,MGNTP,STAGE_MOEX_MGNTP_RAW,РИТЕЙЛ,Не классифицировано,0,0,0
968,54893,0,ITCO,STAGE_MOEX_ITCO_RAW,,,Low,Процесс загрузки ITCO временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Проблемы с зависимостями,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Терпунов А.А.,2026-05-25 17:18:16.000000,2026-05-25 18:41:16,2026-05-25 17:18:16.000000,ИТ,Medium,,,,,1.38,2026-05-25,1,,,,,0,0,54893,ITCO,STAGE_MOEX_ITCO_RAW,ИТ,Не классифицировано,0,0,0
983,54931,0,VART,STAGE_MOEX_VART_RAW,,,Low,DataOverflowError. Значение объема выпуска (ISSUESIZE) превышает лимит типа данных INT в целевой таблице. Target Object: [STAGE_MOEX_VART_RAW]. Сбой локализован в дневную смену.,Ошибка в коде/логике,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Гайсин К.Д.,2026-05-25 16:48:21.000000,2026-05-25 19:05:27,2026-05-25 16:48:21.000000,РИТЕЙЛ,Low,,,,,2.28,2026-05-25,1,,,,,0,0,54931,VART,STAGE_MOEX_VART_RAW,РИТЕЙЛ,Ошибка в данных / источнике,0,0,0
959,54864,0,KENG,STAGE_MOEX_KENG_RAW,,,Medium,Логическая ошибка инкремента: фильтр по дате (WHERE) отсек весь массив закрытия сессии из-за сдвига часовых поясов. Target Object: [STAGE_MOEX_KENG_RAW]. Сбой локализован в дневную смену.,Ошибка в коде/логике,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-25 16:37:31.000000,2026-05-25 19:06:38,2026-05-25 16:37:31.000000,ЭНЕРГЕТИКА,High,,,,,2.49,2026-05-25,2,,,,,0,0,54864,KENG,STAGE_MOEX_KENG_RAW,ЭНЕРГЕТИКА,Ошибка в коде / логике,0,0,0
969,54896,0,AFLT,STAGE_MOEX_AFLT_RAW,,,Low,Параметры выгрузки переписаны вручную из консоли с неверным указанием временного диапазона (Date Range mismatch). Target Object: [STAGE_MOEX_AFLT_RAW]. Сбой локализован в дневную смену.,Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Куликов Н.С.,2026-05-25 16:33:57.000000,2026-05-25 19:08:43,2026-05-25 16:33:57.000000,ТРАНСПОРТ,Medium,,,,,2.58,2026-05-25,1,,,,,0,0,54896,AFLT,STAGE_MOEX_AFLT_RAW,ТРАНСПОРТ,Человеческий фактор,0,0,0
993,54973,0,ETLN,STAGE_MOEX_ETLN_RAW,,,Low,Deadlock в СУБД. Конфликт параллельной блокировки целевой таблицы при записи асинхронного потока. Target Object: [STAGE_MOEX_ETLN_RAW]. Сбой локализован в дневную смену.,Производительность БД,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-25 16:30:06.000000,2026-05-25 19:04:13,2026-05-25 16:30:06.000000,СТРОИТЕЛЬСТВО,Low,,,,,2.57,2026-05-25,1,,,,,0,0,54973,ETLN,STAGE_MOEX_ETLN_RAW,СТРОИТЕЛЬСТВО,Производительность БД,0,0,0
989,54955,0,PHORP,STAGE_MOEX_PHORP_RAW,,,Low,Timeout промежуточного слоя STAGE. Превышено время ожидания ответа от сервера базы данных. Target Object: [STAGE_MOEX_PHORP_RAW]. Сбой локализован в дневную смену.,Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Гайсин К.Д.,2026-05-25 16:25:35.000000,2026-05-25 19:14:35,2026-05-25 16:25:35.000000,ХИМИЯ,Low,,,,,2.82,2026-05-25,1,,,,,0,0,54955,PHORP,STAGE_MOEX_PHORP_RAW,ХИМИЯ,Производительность БД,0,0,0
961,54873,0,ASTR,STAGE_MOEX_ASTR_RAW,,,Low,"Каскадная блокировка пайплайна: родительская задача в Airflow упала, расчет дочерней витрины отменен. Target Object: [STAGE_MOEX_ASTR_RAW]. Сбой локализован в дневную смену.",Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-25 16:22:28.000000,2026-05-25 19:10:05,2026-05-25 16:22:28.000000,ИТ,Medium,,,,,2.79,2026-05-25,1,,,,,0,0,54873,ASTR,STAGE_MOEX_ASTR_RAW,ИТ,Проблемы с зависимостями,0,0,0
1000,55005,0,PHAR,STAGE_MOEX_PHAR_RAW,,,Low,Пул соединений СУБД полностью исчерпан (Connection pool overflow). Запросы на запись встали в очередь. Target Object: [STAGE_MOEX_PHAR_RAW]. Сбой локализован в дневную смену.,Человеческий фактор,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Гайсин К.Д.,2026-05-25 16:16:35.000000,2026-05-25 19:11:34,2026-05-25 16:16:35.000000,МЕДИЦИНА,Low,,,,,2.92,2026-05-25,1,,,,,0,0,55005,PHAR,STAGE_MOEX_PHAR_RAW,МЕДИЦИНА,Производительность БД,0,0,0
