ID,REQ_STATUS,REQ_BEGIN_DATE,REQ_END_DATE,BUG_ID,SLA_FALL,PROJECT_NAME,OBJECT_NAME,SLA_FALL_DATE,PRIORITY,BUG_DETAILS,FIX_DESCRIPTION,RESPONSIBLE,CREATE_DATE,FIX_DATE,DATA_DOMAIN,FIX_TIME_HOURS,WEEK_START,DOMAIN_CRITICALITY
5647,SUCCESS,2026-05-27 19:00:23.332409,2026-05-27 19:08:04,,,GOLD,STAGE_MOEX_GOLD_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5424,SUCCESS,2026-05-27 19:00:23.312011,2026-05-27 19:07:17,,,INVB,STAGE_MOEX_INVB_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5533,SUCCESS,2026-05-27 19:00:23.071699,2026-05-27 19:10:21,,,GTRK,STAGE_MOEX_GTRK_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5387,SUCCESS,2026-05-27 19:00:22.777669,2026-05-27 19:08:00,,,YAMG,STAGE_MOEX_YAMG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5535,SUCCESS,2026-05-27 19:00:22.701324,2026-05-27 19:07:52,,,AFLTP,STAGE_MOEX_AFLTP_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5459,SUCCESS,2026-05-27 19:00:22.506387,2026-05-27 19:05:30,,,KMZG,STAGE_MOEX_KMZG_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5496,SUCCESS,2026-05-27 19:00:22.340017,2026-05-27 19:10:54,,,HEAD,STAGE_MOEX_HEAD_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5555,SUCCESS,2026-05-27 19:00:22.104622,2026-05-27 19:10:38,,,MVID,STAGE_MOEX_MVID_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5356,SUCCESS,2026-05-27 19:00:21.962882,2026-05-27 19:06:24,,,GAZP,STAGE_MOEX_GAZP_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5435,SUCCESS,2026-05-27 19:00:21.524463,2026-05-27 19:03:39,,,VSMO,STAGE_MOEX_VSMO_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5402,SUCCESS,2026-05-27 19:00:21.458905,2026-05-27 19:10:56,,,RENI,STAGE_MOEX_RENI_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5360,SUCCESS,2026-05-27 19:00:21.385501,2026-05-27 19:10:40,,,ROSN,STAGE_MOEX_ROSN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5370,SUCCESS,2026-05-27 19:00:20.987488,2026-05-27 19:09:43,,,ROSNP,STAGE_MOEX_ROSNP_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5600,SUCCESS,2026-05-27 19:00:20.236830,2026-05-27 19:08:02,,,SMLTP,STAGE_MOEX_SMLTP_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
5495,SUCCESS,2026-05-27 19:00:20.100492,2026-05-27 19:02:31,,,DVEC,STAGE_MOEX_DVEC_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5380,SUCCESS,2026-05-27 19:00:19.841740,2026-05-27 19:09:26,,,TATNG,STAGE_MOEX_TATNG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5613,SUCCESS,2026-05-27 19:00:19.695826,2026-05-27 19:08:44,,,RTKMP,STAGE_MOEX_RTKMP_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5476,SUCCESS,2026-05-27 19:00:19.487559,2026-05-27 19:05:25,,,TGKE,STAGE_MOEX_TGKE_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5548,SUCCESS,2026-05-27 19:00:19.395844,2026-05-27 19:03:25,,,OPLN,STAGE_MOEX_OPLN_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5536,SUCCESS,2026-05-27 19:00:19.261036,2026-05-27 19:03:32,,,FLOTP,STAGE_MOEX_FLOTP_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5471,SUCCESS,2026-05-27 19:00:19.171530,2026-05-27 19:04:36,,,MRKP,STAGE_MOEX_MRKP_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5410,SUCCESS,2026-05-27 19:00:19.138424,2026-05-27 19:07:21,,,UBNK,STAGE_MOEX_UBNK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5596,SUCCESS,2026-05-27 19:00:19.074247,2026-05-27 19:02:53,,,PIKK,STAGE_MOEX_PIKK_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
5530,SUCCESS,2026-05-27 19:00:18.637077,2026-05-27 19:10:13,,,UTAR,STAGE_MOEX_UTAR_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5406,SUCCESS,2026-05-27 19:00:18.557536,2026-05-27 19:09:49,,,AKBB,STAGE_MOEX_AKBB_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5385,SUCCESS,2026-05-27 19:00:18.531533,2026-05-27 19:07:17,,,PSNG,STAGE_MOEX_PSNG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5612,SUCCESS,2026-05-27 19:00:17.238498,2026-05-27 19:05:14,,,RTKM,STAGE_MOEX_RTKM_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5640,SUCCESS,2026-05-27 19:00:16.808783,2026-05-27 19:10:05,,,MTLR,STAGE_MOEX_MTLR_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5645,SUCCESS,2026-05-27 19:00:16.554932,2026-05-27 19:03:31,,,ALMN,STAGE_MOEX_ALMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5631,SUCCESS,2026-05-27 19:00:16.412242,2026-05-27 19:06:25,,,CLNC,STAGE_MOEX_CLNC_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
5433,SUCCESS,2026-05-27 19:00:16.351873,2026-05-27 19:09:38,,,RUAL,STAGE_MOEX_RUAL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5660,SUCCESS,2026-05-27 19:00:16.270677,2026-05-27 19:06:43,,,SEED,STAGE_MOEX_SEED_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
5405,SUCCESS,2026-05-27 19:00:16.266137,2026-05-27 19:10:56,,,LEAS,STAGE_MOEX_LEAS_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5581,SUCCESS,2026-05-27 19:00:16.082304,2026-05-27 19:06:05,,,NKNC,STAGE_MOEX_NKNC_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
5661,SUCCESS,2026-05-27 19:00:15.840365,2026-05-27 19:08:49,,,ALRS,STAGE_MOEX_ALRS_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
5404,SUCCESS,2026-05-27 19:00:15.505826,2026-05-27 19:02:02,,,CARM,STAGE_MOEX_CARM_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5653,SUCCESS,2026-05-27 19:00:15.444135,2026-05-27 19:10:12,,,AFKSP,STAGE_MOEX_AFKSP_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
5372,SUCCESS,2026-05-27 19:00:15.046774,2026-05-27 19:05:14,,,IRKT,STAGE_MOEX_IRKT_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5539,SUCCESS,2026-05-27 19:00:15.019323,2026-05-27 19:05:06,,,RZD_T,STAGE_MOEX_RZD_T_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5371,SUCCESS,2026-05-27 19:00:14.883696,2026-05-27 19:03:40,,,YAKG,STAGE_MOEX_YAKG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5413,SUCCESS,2026-05-27 19:00:14.757183,2026-05-27 19:04:10,,,TCSGP,STAGE_MOEX_TCSGP_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5485,SUCCESS,2026-05-27 19:00:14.717131,2026-05-27 19:08:37,,,VLOG,STAGE_MOEX_VLOG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5551,SUCCESS,2026-05-27 19:00:14.328069,2026-05-27 19:04:39,,,LENT,STAGE_MOEX_LENT_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5594,SUCCESS,2026-05-27 19:00:14.258927,2026-05-27 19:03:45,,,KOKS,STAGE_MOEX_KOKS_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
5463,SUCCESS,2026-05-27 19:00:14.055628,2026-05-27 19:03:45,,,ENPG,STAGE_MOEX_ENPG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5552,SUCCESS,2026-05-27 19:00:14.018622,2026-05-27 19:09:44,,,MGNT,STAGE_MOEX_MGNT_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5564,SUCCESS,2026-05-27 19:00:13.607245,2026-05-27 19:04:31,,,ECOM,STAGE_MOEX_ECOM_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5392,SUCCESS,2026-05-27 19:00:13.597167,2026-05-27 19:08:09,,,CBOM,STAGE_MOEX_CBOM_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5470,SUCCESS,2026-05-27 19:00:13.345987,2026-05-27 19:10:47,,,MRKS,STAGE_MOEX_MRKS_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5538,SUCCESS,2026-05-27 19:00:13.251895,2026-05-27 19:09:45,,,TRFT,STAGE_MOEX_TRFT_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5518,SUCCESS,2026-05-27 19:00:13.040123,2026-05-27 19:06:51,,,SFTG,STAGE_MOEX_SFTG_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5398,SUCCESS,2026-05-27 19:00:12.717656,2026-05-27 19:05:03,,,TCSG,STAGE_MOEX_TCSG_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5644,SUCCESS,2026-05-27 19:00:12.706586,2026-05-27 19:05:04,,,SGRVP,STAGE_MOEX_SGRVP_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5451,SUCCESS,2026-05-27 19:00:12.660251,2026-05-27 19:07:55,,,CHZN,STAGE_MOEX_CHZN_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5488,SUCCESS,2026-05-27 19:00:12.260172,2026-05-27 19:10:06,,,LSNGP,STAGE_MOEX_LSNGP_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5589,SUCCESS,2026-05-27 19:00:12.109645,2026-05-27 19:06:51,,,URKA,STAGE_MOEX_URKA_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
5659,SUCCESS,2026-05-27 19:00:11.328226,2026-05-27 19:04:58,,,EQTY,STAGE_MOEX_EQTY_RAW,,,,,,,,ИНВЕСТИЦИИ,,2026-05-25,Low
5610,SUCCESS,2026-05-27 19:00:10.966696,2026-05-27 19:03:17,,,SKAR,STAGE_MOEX_SKAR_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
5450,SUCCESS,2026-05-27 19:00:10.924706,2026-05-27 19:06:19,,,BRZL,STAGE_MOEX_BRZL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5378,SUCCESS,2026-05-27 19:00:10.507142,2026-05-27 19:02:29,,,ASTN,STAGE_MOEX_ASTN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5597,SUCCESS,2026-05-27 19:00:10.447351,2026-05-27 19:09:22,,,LSRG,STAGE_MOEX_LSRG_RAW,,,,,,,,СТРОИТЕЛЬСТВО,,2026-05-25,Low
5614,SUCCESS,2026-05-27 19:00:10.239926,2026-05-27 19:03:30,,,CNTL,STAGE_MOEX_CNTL_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5475,SUCCESS,2026-05-27 19:00:10.174235,2026-05-27 19:08:49,,,TGKC,STAGE_MOEX_TGKC_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5669,SUCCESS,2026-05-27 19:00:10.121875,2026-05-27 19:08:11,,,MXBD,STAGE_MOEX_MXBD_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
5444,SUCCESS,2026-05-27 19:00:10.020339,2026-05-27 19:09:21,,,STML,STAGE_MOEX_STML_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5462,SUCCESS,2026-05-27 19:00:09.967670,2026-05-27 19:02:14,,,MSNG,STAGE_MOEX_MSNG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5465,SUCCESS,2026-05-27 19:00:09.489434,2026-05-27 19:05:06,,,UPRO,STAGE_MOEX_UPRO_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5556,SUCCESS,2026-05-27 19:00:09.353185,2026-05-27 19:04:28,,,OKEY,STAGE_MOEX_OKEY_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5569,SUCCESS,2026-05-27 19:00:09.167846,2026-05-27 19:06:44,,,GROC,STAGE_MOEX_GROC_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5542,SUCCESS,2026-05-27 19:00:09.013228,2026-05-27 19:03:09,,,KTRA,STAGE_MOEX_KTRA_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5403,SUCCESS,2026-05-27 19:00:08.627872,2026-05-27 19:06:05,,,HNFG,STAGE_MOEX_HNFG_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5543,SUCCESS,2026-05-27 19:00:08.393162,2026-05-27 19:06:21,,,PTRA,STAGE_MOEX_PTRA_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5438,SUCCESS,2026-05-27 19:00:08.367418,2026-05-27 19:03:36,,,CHMFP,STAGE_MOEX_CHMFP_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5364,SUCCESS,2026-05-27 19:00:08.265970,2026-05-27 19:08:00,,,TATNP,STAGE_MOEX_TATNP_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5440,SUCCESS,2026-05-27 19:00:08.249849,2026-05-27 19:05:45,,,PLZLP,STAGE_MOEX_PLZLP_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5558,SUCCESS,2026-05-27 19:00:08.235357,2026-05-27 19:06:02,,,LENTP,STAGE_MOEX_LENTP_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5625,SUCCESS,2026-05-27 19:00:07.937999,2026-05-27 19:09:58,,,WRLS,STAGE_MOEX_WRLS_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5418,SUCCESS,2026-05-27 19:00:07.496909,2026-05-27 19:08:19,,,FINM,STAGE_MOEX_FINM_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5618,SUCCESS,2026-05-27 19:00:06.476504,2026-05-27 19:05:36,,,VMPC,STAGE_MOEX_VMPC_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5553,SUCCESS,2026-05-27 19:00:06.458943,2026-05-27 19:08:20,,,FIVE,STAGE_MOEX_FIVE_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5436,SUCCESS,2026-05-27 19:00:06.382711,2026-05-27 19:02:46,,,KAZT,STAGE_MOEX_KAZT_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5583,SUCCESS,2026-05-27 19:00:06.327208,2026-05-27 19:02:21,,,KAZMP,STAGE_MOEX_KAZMP_RAW,,,,,,,,ХИМИЯ,,2026-05-25,Low
5407,SUCCESS,2026-05-27 19:00:06.122104,2026-05-27 19:10:50,,,ALFB,STAGE_MOEX_ALFB_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5534,SUCCESS,2026-05-27 19:00:06.088081,2026-05-27 19:08:19,,,DELI,STAGE_MOEX_DELI_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5381,SUCCESS,2026-05-27 19:00:06.053713,2026-05-27 19:09:36,,,GAZMS,STAGE_MOEX_GAZMS_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5624,SUCCESS,2026-05-27 19:00:05.970340,2026-05-27 19:05:17,,,SATL,STAGE_MOEX_SATL_RAW,,,,,,,,ТЕЛЕКОМ,,2026-05-25,Low
5502,SUCCESS,2026-05-27 19:00:05.885501,2026-05-27 19:05:52,,,DIOD,STAGE_MOEX_DIOD_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5638,SUCCESS,2026-05-27 19:00:05.857710,2026-05-27 19:07:27,,,DENT,STAGE_MOEX_DENT_RAW,,,,,,,,МЕДИЦИНА,,2026-05-25,Low
5499,SUCCESS,2026-05-27 19:00:05.622572,2026-05-27 19:04:23,,,OZON,STAGE_MOEX_OZON_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5521,SUCCESS,2026-05-27 19:00:05.553063,2026-05-27 19:07:59,,,GLON,STAGE_MOEX_GLON_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5474,SUCCESS,2026-05-27 19:00:05.370054,2026-05-27 19:05:55,,,TGKB,STAGE_MOEX_TGKB_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5531,SUCCESS,2026-05-27 19:00:05.272852,2026-05-27 19:08:30,,,FESH,STAGE_MOEX_FESH_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5359,SUCCESS,2026-05-27 19:00:05.157854,2026-05-27 19:10:15,,,TATN,STAGE_MOEX_TATN_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5500,SUCCESS,2026-05-27 19:00:05.137988,2026-05-27 19:07:14,,,POSI,STAGE_MOEX_POSI_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5414,SUCCESS,2026-05-27 19:00:04.961599,2026-05-27 19:09:02,,,BSFNB,STAGE_MOEX_BSFNB_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5648,SUCCESS,2026-05-27 19:00:04.809605,2026-05-27 19:10:35,,,URMN,STAGE_MOEX_URMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5494,SUCCESS,2026-05-27 19:00:04.419179,2026-05-27 19:02:08,,,KENG,STAGE_MOEX_KENG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5663,SUCCESS,2026-05-27 19:00:04.324125,2026-05-27 19:05:14,,,ALRSP,STAGE_MOEX_ALRSP_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
5426,SUCCESS,2026-05-27 19:00:03.910629,2026-05-27 19:06:25,,,CHMF,STAGE_MOEX_CHMF_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5516,SUCCESS,2026-05-27 19:00:03.768270,2026-05-27 19:05:38,,,AI_T,STAGE_MOEX_AI_T_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5481,SUCCESS,2026-05-27 19:00:03.749101,2026-05-27 19:06:11,,,MRKK,STAGE_MOEX_MRKK_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5544,SUCCESS,2026-05-27 19:00:03.358719,2026-05-27 19:06:37,,,LOGS,STAGE_MOEX_LOGS_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5493,SUCCESS,2026-05-27 19:00:03.253469,2026-05-27 19:05:22,,,NENG,STAGE_MOEX_NENG_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5429,SUCCESS,2026-05-27 19:00:03.240975,2026-05-27 19:08:03,,,PLZL,STAGE_MOEX_PLZL_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5501,SUCCESS,2026-05-27 19:00:02.987108,2026-05-27 19:09:49,,,VKCO,STAGE_MOEX_VKCO_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5563,SUCCESS,2026-05-27 19:00:02.744109,2026-05-27 19:10:51,,,DISC,STAGE_MOEX_DISC_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5478,SUCCESS,2026-05-27 19:00:02.737328,2026-05-27 19:02:27,,,MRKU,STAGE_MOEX_MRKU_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5376,SUCCESS,2026-05-27 19:00:02.615145,2026-05-27 19:06:44,,,TOMG,STAGE_MOEX_TOMG_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5572,SUCCESS,2026-05-27 19:00:02.237359,2026-05-27 19:03:53,,,MELN,STAGE_MOEX_MELN_RAW,,,,,,,,РИТЕЙЛ,,2026-05-25,Low
5489,SUCCESS,2026-05-27 19:00:01.979636,2026-05-27 19:09:14,,,KROT,STAGE_MOEX_KROT_RAW,,,,,,,,ЭНЕРГЕТИКА,,2026-05-25,High
5508,SUCCESS,2026-05-27 19:00:01.880694,2026-05-27 19:08:07,,,CLOD,STAGE_MOEX_CLOD_RAW,,,,,,,,ИТ,,2026-05-25,Medium
5456,SUCCESS,2026-05-27 19:00:01.671830,2026-05-27 19:06:08,,,TMKP,STAGE_MOEX_TMKP_RAW,,,,,,,,МЕТАЛЛУРГИЯ,,2026-05-25,Medium
5664,SUCCESS,2026-05-27 19:00:01.634388,2026-05-27 19:10:01,,,MISC,STAGE_MOEX_MISC_RAW,,,,,,,,ДРУГОЕ,,2026-05-25,Low
5527,SUCCESS,2026-05-27 19:00:01.559380,2026-05-27 19:05:03,,,FLOT,STAGE_MOEX_FLOT_RAW,,,,,,,,ТРАНСПОРТ,,2026-05-25,Medium
5649,SUCCESS,2026-05-27 19:00:01.430608,2026-05-27 19:05:48,,,SBMN,STAGE_MOEX_SBMN_RAW,,,,,,,,МАЙНИНГ,,2026-05-25,Low
5409,SUCCESS,2026-05-27 19:00:00.339721,2026-05-27 19:05:28,,,ZABK,STAGE_MOEX_ZABK_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5375,SUCCESS,2026-05-27 19:00:00.316874,2026-05-27 19:10:17,,,REFT,STAGE_MOEX_REFT_RAW,,,,,,,,НЕФТЬ И ГАЗ,,2026-05-25,High
5419,SUCCESS,2026-05-27 19:00:00.245843,2026-05-27 19:05:48,,,STLN,STAGE_MOEX_STLN_RAW,,,,,,,,ФИНАНСЫ,,2026-05-25,High
5453,RUNNING,2026-05-27 17:17:21.000000,,1036.0,0.0,VTML,STAGE_MOEX_VTML_RAW,,Low,Процесс загрузки VTML временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Гайсин К.Д.,2026-05-27 17:17:21.000000,2026-05-27 19:11:21,МЕТАЛЛУРГИЯ,1.9,2026-05-25,Medium
5389,RUNNING,2026-05-27 17:14:13.000000,,1028.0,0.0,OCNG,STAGE_MOEX_OCNG_RAW,,Medium,Процесс загрузки OCNG временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-27 17:14:13.000000,2026-05-27 19:04:13,НЕФТЬ И ГАЗ,1.83,2026-05-25,High
5577,FAILED,2026-05-27 16:46:53.000000,2026-05-27 19:02:53,1044.0,0.0,AKRN,STAGE_MOEX_AKRN_RAW,,Low,Конфликт версий конфигурации. Обнаружен некорректный ручной запуск закрытой сессии поверх автоматического пайплайна. Target Object: [STAGE_MOEX_AKRN_RAW]. Сбой локализован в дневную смену.,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Терпунов А.А.,2026-05-27 16:46:53.000000,2026-05-27 19:07:53,ХИМИЯ,2.35,2026-05-25,Low
5598,FAILED,2026-05-27 16:12:22.000000,2026-05-27 19:16:00,1046.0,1.0,SMLT,STAGE_MOEX_SMLT_RAW,2026-05-27 19:15:00,Low,"Каскадная блокировка пайплайна: родительская задача в Airflow упала, расчет дочерней витрины отменен. Target Object: [STAGE_MOEX_SMLT_RAW]. Нарушен регламент поставки (SLA).",Автоматический перезапуск заблокирован. Потребовался ручной откат транзакций в СУБД.,Куликов Н.С.,2026-05-27 16:12:22.000000,2026-05-27 19:38:00,СТРОИТЕЛЬСТВО,3.43,2026-05-25,Low
5515,FAILED,2026-05-27 16:12:06.000000,2026-05-27 19:01:05,1040.0,0.0,FIND,STAGE_MOEX_FIND_RAW,,Low,Дублирование первичных ключей (Primary Key Violation) в сыром пакете данных от внешнего шлюза. Target Object: [STAGE_MOEX_FIND_RAW]. Сбой локализован в дневную смену.,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Куликов Н.С.,2026-05-27 16:12:06.000000,2026-05-27 19:05:05,ИТ,2.88,2026-05-25,Medium
5525,RUNNING,2026-05-27 15:38:09.000000,,1042.0,0.0,LOGI,STAGE_MOEX_LOGI_RAW,,Low,Процесс загрузки LOGI временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Гайсин К.Д.,2026-05-27 15:38:09.000000,2026-05-27 17:00:09,ИТ,1.37,2026-05-25,Medium
5507,FAILED,2026-05-27 15:37:51.000000,2026-05-27 19:04:11,1038.0,0.0,SFTC,STAGE_MOEX_SFTC_RAW,,Low,ZeroDivisionError в модуле расчета средневзвешенной цены. Деление на ноль при отсутствии сделок в тикерном пакете. Target Object: [STAGE_MOEX_SFTC_RAW]. Сбой локализован в дневную смену.,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Гайсин К.Д.,2026-05-27 15:37:51.000000,2026-05-27 19:06:11,ИТ,3.47,2026-05-25,Medium
5401,RUNNING,2026-05-27 15:24:43.000000,,1029.0,0.0,SPBE,STAGE_MOEX_SPBE_RAW,,Medium,Процесс загрузки SPBE временно завис в дневную смену. Зафиксирована потеря пакетов промежуточного слоя.,Зависший процесс обнаружен и принудительно перезапущен дежурным администратором днем.,Куликов Н.С.,2026-05-27 15:24:43.000000,2026-05-27 16:46:43,ФИНАНСЫ,1.37,2026-05-25,High
5363,FAILED,2026-05-27 15:11:12.000000,2026-05-27 19:01:22,1025.0,0.0,SNGSP,STAGE_MOEX_SNGSP_RAW,,Medium,ZeroDivisionError в модуле расчета средневзвешенной цены. Деление на ноль при отсутствии сделок в тикерном пакете. Target Object: [STAGE_MOEX_SNGSP_RAW]. Сбой локализован в дневную смену.,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Куликов Н.С.,2026-05-27 15:11:12.000000,2026-05-27 19:02:22,НЕФТЬ И ГАЗ,3.85,2026-05-25,High
5605,FAILED,2026-05-27 15:10:48.000000,2026-05-27 19:02:28,1048.0,0.0,DSCT,STAGE_MOEX_DSCT_RAW,,Low,Тестовый конфиг ошибочно залит в прод-репозиторий при ручном комите. Пути к сырым данным ведут на staging-сервер. Target Object: [STAGE_MOEX_DSCT_RAW]. Сбой локализован в дневную смену.,"Сработал автоматический Retry в Airflow. Данные успешно догружены, пайплайн стабилизирован.",Куликов Н.С.,2026-05-27 15:10:48.000000,2026-05-27 19:04:28,СТРОИТЕЛЬСТВО,3.89,2026-05-25,Low
